planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
297675-adquisicion-cortinados-1;297675-adquisicion-cortinados-1;297675-adquisicion-cortinados-1;;;297675;ADQUISICIÓN DE CORTINADOS;CD - Contratación Directa;23 - Muebles y Enseres;Sistema Nacional de Formación y Capacitación Laboral / Ministerio de Trabajo, Empleo y Seguridad Social / Poder Ejecutivo;ADJ;Adjudicada;21/8/2015 09:00;tradicional;31/8/2015 00:00;14/8/2015 15:41;
293165-adquisicion-tintas;293165-adquisicion-tintas-1;293165-adquisicion-tintas-1;;;293165;ADQUISICION DE TINTAS;CO - Concurso de Ofertas;11 - Utiles de oficina, Productos de papel y cartón e impresos;Instituto Nacional de Tecnología, Normalización y Metrologia / Entes Autónomos y Autárquicos;ADJ;Adjudicada;2/9/2015 08:00;tradicional;31/3/2015 00:00;14/8/2015 15:14;
288337-adquisicion-licencias-software;288337-adquisicion-licencias-software-1;288337-adquisicion-licencias-software-1;;;288337;ADQUISICION DE LICENCIAS SOFTWARE;CO - Concurso de Ofertas;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Fondo Ganadero / Entidades Financieras Oficiales;ADJ;Adjudicada;28/8/2015 09:00;tradicional;31/8/2015 00:00;14/8/2015 15:05;
292862-adquisicion-cartuchos-toner-otros-utiles-oficina;292862-adquisicion-cartuchos-toner-otros-utiles-oficina-1;292862-adquisicion-cartuchos-toner-otros-utiles-oficina-1;;;292862;ADQUISICION DE CARTUCHOS, TONER Y OTROS UTILES DE OFICINA;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Gobierno Departamental de Caaguazú / Gobiernos Departamentales;ADJ;Adjudicada;20/8/2015 08:00;tradicional;31/5/2015 00:00;14/8/2015 15:01;
298020-equipos-oficina-computacion-educativos-recreacionales-1;298020-equipos-oficina-computacion-educativos-recreacionales-1;298020-equipos-oficina-computacion-educativos-recreacionales-1;;;298020;Equipos de Oficina, de Computacion, Educativos y Recreacionales;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Encarnación / Municipalidades;ADJ;Adjudicada;27/8/2015 10:00;tradicional;31/7/2015 00:00;14/8/2015 15:00;
286361-adquisicion-equipos-informaticos;286361-adquisicion-equipos-informaticos-1;286361-adquisicion-equipos-informaticos-1;;;286361;Adquisicion de Equipos Informaticos;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Universidad Nacional del Este / Universidades Nacionales;ADJ;Adjudicada;21/8/2015 07:00;tradicional;31/3/2015 00:00;14/8/2015 14:28;
298442-adquisicion-colchones-frazadas-sabanas-albergue-estudiantil-citec-fiuna-1;298442-adquisicion-colchones-frazadas-sabanas-albergue-estudiantil-citec-fiuna-1;298442-adquisicion-colchones-frazadas-sabanas-albergue-estudiantil-citec-fiuna-1;;;298442;ADQUISICIÓN DE COLCHONES, FRAZADAS Y SÁBANAS PARA EL ALBERGUE ESTUDIANTIL DEL CITEC-FIUNA;CD - Contratación Directa;10 - Textiles, vestuarios y calzados;Facultad de Ingenieria / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;21/8/2015 14:00;tradicional;31/8/2015 00:00;14/8/2015 14:10;
297690-construccion-puente-h-a-calle-cerro-leon-bo-santa-librada-ciudad-san-lorenzo-1;297690-construccion-puente-h-a-calle-cerro-leon-bo-santa-librada-ciudad-san-lorenzo-1;;;;297690;CONSTRUCCION DE PUENTE DE H° A° SOBRE LA CALLE CERRO LEON DEL Bo. SANTA LIBRADA DE LA CIUDAD DE SAN LORENZO.-;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Lorenzo / Municipalidades;EVAL;En Evaluacion (Cerrada);24/8/2015 07:30;tradicional;31/7/2015 00:00;14/8/2015 14:04;
298172-empedrado-cptan-troche-bahia-negra-construccion-puente-calle-eeuu-1;298172-empedrado-cptan-troche-bahia-negra-construccion-puente-calle-eeuu-1;298172-empedrado-cptan-troche-bahia-negra-construccion-puente-calle-eeuu-1;;;298172;Empedrado Cptan. Troche y Bahía Negra.Construccion de Puente Calle EEUU;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Villarrica / Municipalidades;ADJ;Adjudicada;24/8/2015 09:00;tradicional;31/7/2015 00:00;14/8/2015 14:03;
290160-adquisicion-licencias-software;290160-llamado-m-o-p-c-n-75-2015-licitacion-publica-nacional-adquisicion-software-licencias-1;290160-llamado-m-o-p-c-n-75-2015-licitacion-publica-nacional-adquisicion-software-licencias-1;;;290160;LLAMADO M.O.P.C. N° 75/2015 LICITACION PUBLICA NACIONAL ADQUISICION DE SOFTWARE Y LICENCIAS;LPN - Licitación Pública Nacional;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo;ADJ;Adjudicada;10/9/2015 08:00;tradicional;31/8/2015 00:00;14/8/2015 12:57;
298073-adquisiciones-botellas-pet-plastica-450-ml-200-ml-1;298073-adquisiciones-botellas-pet-plastica-450-ml-200-ml-1;298073-adquisiciones-botellas-pet-plastica-450-ml-200-ml-1;;;298073;Adquisiciones de Botellas Pet Plástica de 450 ml, 200 ml ;LPN - Licitación Pública Nacional;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Cañas Paraguayas S.A. / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado;ADJ;Adjudicada;2/9/2015 08:00;tradicional;31/8/2015 00:00;14/8/2015 12:49;
297947-adquisicion-vehiculo-1;297947-adquisicion-vehiculo-1;297947-adquisicion-vehiculo-1;;;297947;Adquisición de Vehículo ;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;7/10/2015 11:00;tradicional;31/8/2015 00:00;14/8/2015 12:27;
298367-adquisicion-utiles-oficina-2do-llamado-1;298367-adquisicion-utiles-oficina-2do-llamado-1;298367-adquisicion-utiles-oficina-2do-llamado-1;;;298367;ADQUISICIÓN DE ÚTILES DE OFICINA 2do. LLAMADO;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Corte Suprema de Justicia / Poder Judicial;ADJ;Adjudicada;21/8/2015 09:45;tradicional;31/8/2015 00:00;14/8/2015 11:06;
288191-seguro-medico-integral-funcionarios-fondo-ganadero;288191-seguro-medico-integral-funcionarios-fondo-ganadero-1;288191-seguro-medico-integral-funcionarios-fondo-ganadero-1;;;288191;SEGURO MEDICO INTEGRAL PARA FUNCIONARIOS DEL FONDO GANADERO;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Fondo Ganadero / Entidades Financieras Oficiales;ADJ;Adjudicada;8/9/2015 09:00;tradicional;31/10/2015 00:00;14/8/2015 09:58;
297827-servicio-television-cable-1;297827-servicio-television-cable-1;297827-servicio-television-cable-1;;;297827;Servicio de Televisión por Cable;CD - Contratación Directa;7 - Servicios Técnicos;Policia Nacional / Ministerio del Interior / Poder Ejecutivo;ADJ;Adjudicada;19/8/2015 08:50;tradicional;31/7/2015 00:00;14/8/2015 09:49;
297497-cerramiento-perimetral-proteccion-obra-supervision-educativa-1;297497-cerramiento-perimetral-proteccion-obra-supervision-educativa-1;297497-cerramiento-perimetral-proteccion-obra-supervision-educativa-1;;;297497;"""CERRAMIENTO PERIMETRAL DE PROTECCION DE LA OBRA SUPERVISION EDUCATIVA""";CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Boquerón / Gobiernos Departamentales;ADJ;Adjudicada;24/8/2015 08:45;tradicional;30/6/2015 00:00;14/8/2015 09:34;
290653-ampliacion-puertos-adsl-equipos-existentes-13-000-nuevos-puertos-adsl-inte;290653-ampliacion-puertos-adsl-equipos-existentes-13-000-nuevos-puertos-adsl-interior-1;;;;290653;AMPLIACIÓN DE PUERTOS ADSL PARA EQUIPOS EXISTENTES (13.000 NUEVOS PUERTOS ADSL PARA INTERIOR);LPN - Licitación Pública Nacional;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado;DES;Desierta;7/10/2015 09:00;tradicional;31/8/2015 00:00;14/8/2015 09:16;
298278-servicio-lavanderia-tintoreria-1;298278-adquisicion-productos-alimenticios-plurianual-1;298278-adquisicion-productos-alimenticios-plurianual-1;;;298278;Adquisición de Productos Alimenticios - Plurianual;LPN - Licitación Pública Nacional;14 - Productos Alimenticios;Policia Nacional / Ministerio del Interior / Poder Ejecutivo;ADJ;Adjudicada;27/8/2015 08:00;tradicional;31/8/2015 00:00;14/8/2015 08:33;
296982-contratacion-empresa-organizadora-eventos-expo-fiscalia-coronel-oviedo-2015-1;296982-contratacion-empresa-organizadora-eventos-expo-fiscalia-coronel-oviedo-2015-3,296982-contratacion-empresa-organizadora-eventos-expo-fiscalia-coronel-oviedo-2015-1;296982-contratacion-empresa-organizadora-eventos-expo-fiscalia-coronel-oviedo-2015-1;;;296982;CONTRATACION DE EMPRESA ORGANIZADORA DE EVENTOS PARA EXPO FISCALIA CORONEL OVIEDO 2015;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Ministerio Público - Fiscalía / Poder Judicial;ADJ;Adjudicada;25/8/2015 10:00;tradicional;31/7/2015 00:00;14/8/2015 08:16;
296042-adquisicion-almuerzo-escolar-1;296042-adquisicion-almuerzo-escolar-1;296042-adquisicion-almuerzo-escolar-1;;;296042;Adquisicion de Almuerzo Escolar;CO - Concurso de Ofertas;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Raúl Arsenio Oviedo / Municipalidades;ADJ;Adjudicada;24/8/2015 07:15;tradicional;31/7/2015 00:00;14/8/2015 07:59;
294947-adquisicion-vidrios-accesorios-rectorado-contrato-abierto-1;294947-adquisicion-vidrios-accesorios-rectorado-contrato-abierto-1;;;;294947;Adquisición de vidrios y accesorios para el Rectorado de la UNA - Contrato Abierto;LPN - Licitación Pública Nacional;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Rectorado / Universidad Nacional de Asunción / Universidades Nacionales;CAN;Anulada o Cancelada;7/9/2015 10:30;tradicional;31/8/2015 00:00;13/8/2015 18:19;
294618-suscripcion-sistema-on-line-ley;294618-suscripcion-sistema-on-line-ley-1;294618-suscripcion-sistema-on-line-ley-1;;;294618;SUSCRIPCION AL SISTEMA ON LINE LA LEY;CE - Contratación por Excepción;7 - Servicios Técnicos;Petróleos Paraguayos / Empresas Públicas;ADJ;Adjudicada;21/8/2015 10:00;tradicional;31/8/2015 00:00;13/8/2015 18:12;
297774-servicios-gastronomicos-ceremonial-dgrec-1;297774-servicios-gastronomicos-ceremonial-dgrec-1;297774-servicios-gastronomicos-ceremonial-dgrec-1;;;297774;SERVICIOS GASTRONOMICOS Y DE CEREMONIAL PARA LA DGREC;CO - Concurso de Ofertas;9 - Servicios de ceremonial, gastronomico y funerarios;Ministerio de Justicia  / Poder Ejecutivo;ADJ;Adjudicada;24/8/2015 08:00;tradicional;31/8/2015 00:00;13/8/2015 18:11;
297499-adquisicion-medicamentos-e-insumos-medicos-1;297499-adquisicion-medicamentos-e-insumos-medicos-1;297499-adquisicion-medicamentos-e-insumos-medicos-1;;;297499;"""ADQUISICION DE MEDICAMENTOS E INSUMOS MEDICOS""";CO - Concurso de Ofertas;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Gobierno Departamental de Boquerón / Gobiernos Departamentales;ADJ;Adjudicada;24/8/2015 08:45;tradicional;30/6/2015 00:00;13/8/2015 18:10;
298401-construccion-alambrada-olimpica-club-capitan-bado-ciudad-pilar-1;298401-construccion-alambrada-olimpica-club-capitan-bado-ciudad-pilar-1;298401-construccion-alambrada-olimpica-club-capitan-bado-ciudad-pilar-1;;;298401;CONSTRUCCION DE ALAMBRADA OLIMPICA EN EL CLUB CAPITAN BADO DE LA CIUDAD DE PILAR;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Pilar / Municipalidades;ADJ;Adjudicada;24/8/2015 07:30;tradicional;31/8/2015 00:00;13/8/2015 18:09;
298032-servicio-mantenimiento-reparacion-acondicionadores-aire-2-llamado-1;298032-servicio-mantenimiento-reparacion-acondicionadores-aire-2-llamado-1;298032-servicio-mantenimiento-reparacion-acondicionadores-aire-2-llamado-1;;;298032;SERVICIO DE MANTENIMIENTO Y REPARACION DE ACONDICIONADORES DE AIRE (2º Llamado);CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;21/8/2015 09:15;tradicional;31/7/2015 00:00;13/8/2015 18:00;
298388-adquisicion-equipos-multimedia-1;298388-adquisicion-equipos-multimedia-1;298388-adquisicion-equipos-multimedia-1;;;298388;ADQUISICIÓN DE EQUIPOS MULTIMEDIA;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Corte Suprema de Justicia / Poder Judicial;ADJ;Adjudicada;7/9/2015 10:00;tradicional;30/9/2015 00:00;13/8/2015 17:44;
295648-adquisicion-repuestos-menores-dgvs-centro-nacional-adicciones-msp-bs-1;295648-adquisicion-repuestos-menores-dgvs-centro-nacional-adicciones-msp-bs-3,295648-adquisicion-repuestos-menores-dgvs-centro-nacional-adicciones-msp-bs-1;;;;295648;ADQUISICIÓN DE REPUESTOS MENORES PARA LA DGVS Y EL CENTRO NACIONAL DE ADICCIONES DEL MSP Y BS;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;DES;Desierta;31/8/2015 08:50;tradicional;30/4/2015 00:00;13/8/2015 17:17;
291390-servicio-ornamentacion-eventos-coronas-funebres;291390-cd-69-2015-servicio-ornamentacion-eventos-coronas-funebres-2do-llamado-3,291390-cd-69-15-servicio-ornamentacion-eventos-coronas-funebres-1;291390-cd-69-2015-servicio-ornamentacion-eventos-coronas-funebres-2do-llamado-1;;;291390;CD 69/2015 - SERVICIO PARA ORNAMENTACION DE EVENTOS Y CORONAS FUNEBRES (2DO. LLAMADO);CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Banco Central del Paraguay / Banca Central del Estado;ADJ;Adjudicada;1/9/2015 10:00;tradicional;31/8/2015 00:00;13/8/2015 16:56;
288014-adquisicion-respuestos-equipos;288014-adquisicion-respuestos-equipos-1;288014-adquisicion-respuestos-equipos-1;;;288014;Adquisición de Respuestos para Equipos;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Universidad Nacional del Este / Universidades Nacionales;ADJ;Adjudicada;19/8/2015 08:00;tradicional;30/4/2015 00:00;13/8/2015 16:51;
291057-adquisicion-antivirus;291057-adquisicion-antivirus-1;291057-adquisicion-antivirus-1;;;291057;Adquisición de Antivirus;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Ministerio de Economía y Finanzas / Poder Ejecutivo;ADJ;Adjudicada;20/8/2015 10:00;tradicional;31/5/2015 00:00;13/8/2015 16:50;
293771-construccion-aulas;293771-construccion-aulas-distritos-departamento-canindeyu-1;293771-construccion-aulas-distritos-departamento-canindeyu-1;;;293771;CONSTRUCCION DE AULAS EN DISTRITOS DEL DEPARTAMENTO DE CANINDEYU;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Canindeyú / Gobiernos Departamentales;ADJ;Adjudicada;24/8/2015 07:00;tradicional;30/6/2015 00:00;13/8/2015 16:45;
291383-contratacion-seguro-responsabilidad-profesional;291383-lco-59-2015-contratacion-poliza-seguro-responsabilidad-civil-banco-central-paraguay-1;;;;291383;LCO 59/2015 - Contratación de Poliza del Seguro de Responsabilidad Civil para el Banco Central del Paraguay;CO - Concurso de Ofertas;6 - Seguros;Banco Central del Paraguay / Banca Central del Estado;CAN;Anulada o Cancelada;31/8/2015 10:00;tradicional;30/9/2015 00:00;13/8/2015 16:27;
294375-adquisicion-elementos-limpieza;294375-adquisicion-elementos-limpieza-1;294375-adquisicion-elementos-limpieza-1;;;294375;Adquisición Elementos de Limpieza.;CD - Contratación Directa;12 - Elementos e insumos de limpieza;Universidad Nacional de Pilar / Universidades Nacionales;ADJ;Adjudicada;26/8/2015 10:00;tradicional;31/5/2015 00:00;13/8/2015 16:21;
291079-mantenimiento-reparacion-equipos;291079-mantenimiento-reparacion-equipos-1;291079-mantenimiento-reparacion-equipos-1;;;291079;Mantenimiento y Reparacion de Equipos;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Instituto Nacional de Tecnología, Normalización y Metrologia / Entes Autónomos y Autárquicos;ADJ;Adjudicada;24/8/2015 08:30;tradicional;31/8/2015 00:00;13/8/2015 16:20;
291988-adquisicion-articulos-papelerias-oficina;291988-adquisicion-articulos-papelerias-oficina-1;291988-adquisicion-articulos-papelerias-oficina-1;;;291988;ADQUISICION DE ARTICULOS DE PAPELERIAS PARA OFICINA;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Universidad Nacional de Pilar / Universidades Nacionales;ADJ;Adjudicada;24/8/2015 08:00;tradicional;30/6/2015 00:00;13/8/2015 16:17;
298218-senalizacion-calles-avenidas-ciudad-tebicuary-1;298218-senalizacion-calles-avenidas-ciudad-tebicuary-1;298218-senalizacion-calles-avenidas-ciudad-tebicuary-1;;;298218;SEÑALIZACION DE CALLES Y AVENIDAS DE LA CIUDAD DE TEBICUARY;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Tebicuary / Municipalidades;ADJ;Adjudicada;21/8/2015 07:10;tradicional;31/7/2015 00:00;13/8/2015 16:13;
288322-adquisicion-vehiculos-utilitarios;288322-adquisicion-vehiculos-utilitarios-1;288322-adquisicion-vehiculos-utilitarios-1;;;288322;ADQUISICION DE VEHICULOS UTILITARIOS;CO - Concurso de Ofertas;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Fondo Ganadero / Entidades Financieras Oficiales;ADJ;Adjudicada;27/8/2015 09:00;tradicional;31/7/2015 00:00;13/8/2015 15:55;
298277-adquisicion-vehiculos-industria-nacional-cemento-1;298277-adquisicion-vehiculos-industria-nacional-cemento-1;298277-adquisicion-vehiculos-industria-nacional-cemento-1;;;298277;Adquisición de vehiculos para la Industria Nacional del Cemento;LPN - Licitación Pública Nacional;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Industria Nacional del Cemento / Empresas Públicas;ADJ;Adjudicada;30/9/2015 10:00;tradicional;31/8/2015 00:00;13/8/2015 15:21;
297972-consultoria-desarrollo-proyecto-ejecutivo-ampliacion-hospital-distrital-maria-auxili-1;297972-consultoria-desarrollo-proyecto-ejecutivo-ampliacion-hospital-distrital-maria-auxili-1;297972-consultoria-desarrollo-proyecto-ejecutivo-ampliacion-hospital-distrital-maria-auxili-1;;;297972;CONSULTORIA PARA EL DESARROLLO DEL PROYECTO EJECUTIVO PARA LA AMPLIACION DEL HOSPITAL DISTRITAL DE MARIA AUXILIADORA;CO - Concurso de Ofertas;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;16/9/2015 09:50;tradicional;31/7/2015 00:00;13/8/2015 14:51;
297899-remodelacion-espacio-central-plaza-gral-diaz-pirayu-1;297899-remodelacion-espacio-central-plaza-gral-diaz-pirayu-1;297899-remodelacion-espacio-central-plaza-gral-diaz-pirayu-1;;;297899;REMODELACION DEL ESPACIO CENTRAL DE LA PLAZA GRAL. DIAZ DE PIRAYU;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Pirayú / Municipalidades;ADJ;Adjudicada;19/8/2015 07:30;tradicional;31/7/2015 00:00;13/8/2015 14:02;
297235-trabajos-restructuracion-oficinas-ex-ate-1;297235-trabajos-restructuracion-oficinas-ex-ate-1;297235-trabajos-restructuracion-oficinas-ex-ate-1;;;297235;TRABAJOS DE RESTRUCTURACION DE OFICINAS DE EX ATE;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo;ADJ;Adjudicada;25/8/2015 08:30;tradicional;31/7/2015 00:00;13/8/2015 13:58;
297881-adquisicion-insumos-electricos-articulos-ferreteria-annp-1;297881-lco-n-18-15-adquisicion-insumos-electricos-articulos-ferreteria-annp-1;297881-lco-n-18-15-adquisicion-insumos-electricos-articulos-ferreteria-annp-1;;;297881;LCO N° 18/15 ADQUISICION DE INSUMOS ELECTRICOS Y ARTICULOS DE FERRETERIA PARA LA ANNP;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Administración Nacional de Navegación y Puertos  / Empresas Públicas;ADJ;Adjudicada;27/8/2015 10:00;tradicional;31/7/2015 00:00;13/8/2015 12:22;
297313-provision-almuerzo-escolar-5-escuelas-distrito-juan-e-o-leary-1;297313-provision-almuerzo-escolar-5-escuelas-distrito-juan-e-o-leary-1;297313-provision-almuerzo-escolar-5-escuelas-distrito-juan-e-o-leary-1;;;297313;Provisión de Almuerzo Escolar para 5 Escuelas del Distrito de Juan E. O'Leary;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Juan E. O'Leary / Municipalidades;ADJ;Adjudicada;21/8/2015 09:00;tradicional;31/7/2015 00:00;13/8/2015 12:12;
298190-construccion-empedrado-calle-curupa-y-calle-cupa-y-calle-calle-agua-i-calle-palmito-1;298190-construccion-empedrado-calle-curupa-y-calle-cupa-y-calle-calle-agua-i-calle-palmito-1;298190-construccion-empedrado-calle-curupa-y-calle-cupa-y-calle-calle-agua-i-calle-palmito-1;;;298190;Construccion de Empedrado calle curupa`y, calle cupa`y, calle calle agua`i y calle palmito;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Nueva Esperanza / Municipalidades;ADJ;Adjudicada;2/9/2015 10:00;tradicional;31/7/2015 00:00;13/8/2015 12:01;
288211-construccion-mejoras-paseo-central-avda-lapachos-2da-etapa-1;288211-construccion-mejoras-paseo-central-avda-lapachos-2da-etapa-1;;;;288211;Construcción de mejoras en el paseo central de la Avda. Los Lapachos - 2da. etapa;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Natalio / Municipalidades;EVAL;En Evaluacion (Cerrada);28/8/2015 07:30;tradicional;30/4/2015 00:00;13/8/2015 11:21;
298485-servicio-evento-mes-juventud-1;298485-servicio-evento-mes-juventud-1;298485-servicio-evento-mes-juventud-1;;;298485;SERVICIO DE EVENTO MES DE LA JUVENTUD;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Lambaré / Municipalidades;ADJ;Adjudicada;24/8/2015 10:15;tradicional;31/8/2015 00:00;13/8/2015 10:26;
297329-alquiler-oficinas-programa-1;297329-alquiler-oficinas-programa-1;297329-alquiler-oficinas-programa-1;;;297329;ALQUILER DE OFICINAS PARA EL PROGRAMA;LC - Locación de Inmuebles;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Ministerio de Educación y Ciencias / Poder Ejecutivo;ADJ;Adjudicada;19/8/2015 08:00;tradicional;31/8/2015 00:00;13/8/2015 09:50;
